festival_a,festival_b,shared_film_count
AFI Fest,San Francisco International Film Festival,7
Encounters Short Film and Animation Festival,Santa Barbara International Film Festival,7
Cannes Film Festival,Stockholm International Film Festival,7
Locarno International Film Festival,IndieLisboa International Independent Film Festival,7
Sundance Film Festival,Tallinn Black Nights Film Festival,7
Clermont-Ferrand International Short Film Festival,Dublin International Film Festival,7
Clermont-Ferrand International Short Film Festival,Guadalajara International Film Festival,7
FEST - New Directors / New Films,AFI Fest,7
MIX Copenhagen LGBTQ+ Film Festival,Encounters Short Film and Animation Festival,7
SXSW Film Festival,San Francisco International Film Festival,7
Hong Kong International Film Festival,Melbourne International Film Festival,7
Uppsala Short Film Festival,Annecy International Animation Festival,7
Seattle International Film Festival,Vancouver International Film Festival,7
European Film Awards,Curtas Vila do Conde International Film Festival,7
Athens International Film and Video Festival,DOK Leipzig,7
Clermont-Ferrand International Short Film Festival,Cleveland International Film Festival,7
Ghent Film Festival,Toronto International Film Festival,7
New York Film Festival,IndieLisboa International Independent Film Festival,7
Tallinn Black Nights Film Festival,San Francisco International Film Festival,7
Encounters Short Film and Animation Festival,Sarasota Film Festival,7
Tallinn Black Nights Film Festival,Vilnius International Film Festival (Kino Pavasaris),7
Bilbao International Festival of Documentary and Short Films,DOK Leipzig,7
Ann Arbor Film Festival,Bilbao International Festival of Documentary and Short Films,7
Palm Springs International ShortFest,Stockholm International Film Festival,7
Palm Springs International ShortFest,Ottawa International Animation Festival,7
Internationale Kurzfilmtage Winterthur,Uppsala Short Film Festival,7
IndieLisboa International Independent Film Festival,International Film Festival Rotterdam,7
Krakow Film Festival,São Paulo International Short Film Festival – Curta Kinoforum,7
Bilbao International Festival of Documentary and Short Films,Dokufest International Documentary and Short Film Festival,7
Riga International Film Festival,Curtas Vila do Conde International Film Festival,7
Internationale Kurzfilmtage Winterthur,DOK Leipzig,7
Athens International Film and Video Festival,Milwaukee International Film Festival,7
Reykjavik International Film Festival,Festival du Nouveau Cinéma,7
Guanajuato International Film Festival,Curtas Vila do Conde International Film Festival,7
SXSW Film Festival,Athens International Film and Video Festival,7
Locarno International Film Festival,Guanajuato International Film Festival,7
Sarajevo Film Festival,Guanajuato International Film Festival,7
Buenos Aires International Festival of Independent Cinema,Helsinki International Film Festival - Love & Anarchy,7
Clermont-Ferrand International Short Film Festival,Oberhausen International Short Film Festival,7
Athens International Film and Video Festival,Melbourne International Film Festival,7
Ghent Film Festival,Helsinki International Film Festival - Love & Anarchy,7
Dokufest International Documentary and Short Film Festival,European Film Awards,7
Locarno International Film Festival,Festival du Nouveau Cinéma,7
Fantasia Film Festival,Melbourne International Film Festival,7
Helsinki International Film Festival - Love & Anarchy,Hong Kong International Film Festival,7
Bilbao International Festival of Documentary and Short Films,Helsinki International Film Festival - Love & Anarchy,7
Encounters Short Film and Animation Festival,Bergen International Film Festival,7
SXSW Film Festival,IndieLisboa International Independent Film Festival,6
Valladolid International Film Festival,Hong Kong International Film Festival,6
Ottawa International Animation Festival,Festival du Nouveau Cinéma,6
Milwaukee International Film Festival,Melbourne International Film Festival,6
Canadian Screen Awards,Encounters Short Film and Animation Festival,6
São Paulo International Short Film Festival – Curta Kinoforum,FEST - New Directors / New Films,6
Tallinn Black Nights Film Festival,Telluride Film Festival,6
Ann Arbor Film Festival,Dokufest International Documentary and Short Film Festival,6
Seville European Film Festival,Curtas Vila do Conde International Film Festival,6
Sundance Film Festival,AFI Fest,6
Animafest Zagreb,Annecy International Animation Festival,6
Guanajuato International Film Festival,Viennale,6
SXSW Film Festival,Internationale Kurzfilmtage Winterthur,6
Toronto International Film Festival,Athens International Film and Video Festival,6
Bilbao International Festival of Documentary and Short Films,European Film Awards,6
Palm Springs International ShortFest,Telluride Film Festival,6
Berlin International Film Festival,Reykjavik International Film Festival,6
Cannes Film Festival,SXSW Film Festival,6
Curtacinema - Rio de Janeiro International Short Film Festival,Locarno International Film Festival,6
Ann Arbor Film Festival,BFI London Film Festival,6
Guadalajara International Film Festival,Ottawa International Animation Festival,6
True/False Film Festival,Encounters Short Film and Animation Festival,6
International Film Festival Rotterdam,Curtas Vila do Conde International Film Festival,6
Calgary International Film Festival,Guanajuato International Film Festival,6
Helsinki International Film Festival - Love & Anarchy,Athens International Film and Video Festival,6
AFI Fest,Berlin International Film Festival,6
Solothurn Film Festival,Milan Film Festival,6
Sarajevo Film Festival,Annecy International Animation Festival,6
Encounters Short Film and Animation Festival,Mar del Plata International Film Festival,6
Leiden Shorts,Curtas Vila do Conde International Film Festival,6
Chéries-Chéris,Queer Lisboa,6
Reykjavik International Film Festival,Melbourne International Film Festival,6
New York Film Festival,Internationale Kurzfilmtage Winterthur,6
Ottawa International Animation Festival,Guanajuato International Film Festival,6
Clermont-Ferrand International Short Film Festival,SXSW Film Festival,6
Valladolid International Film Festival,Curtas Vila do Conde International Film Festival,6
Vilnius International Film Festival (Kino Pavasaris),Curtas Vila do Conde International Film Festival,6
Locarno International Film Festival,Bilbao International Festival of Documentary and Short Films,6
Encounters Short Film and Animation Festival,Florida Film Festival,6
New York Film Festival,Curtas Vila do Conde International Film Festival,6
Cannes Film Festival,FEST - New Directors / New Films,6
Ghent Film Festival,New York Film Festival,6
Clermont-Ferrand International Short Film Festival,Telluride Film Festival,6
AFI Fest,Vancouver International Film Festival,6
Palm Springs International ShortFest,Milan Film Festival,6
Seattle International Film Festival,Festival du Nouveau Cinéma,6
Toronto International Film Festival,Guanajuato International Film Festival,6
Clermont-Ferrand International Short Film Festival,Lima Alterna International Film Festival,6
Tallinn Black Nights Film Festival,Moscow International Film Festival,6
Helsinki International Film Festival - Love & Anarchy,Berlin International Film Festival,6
Valladolid International Film Festival,Vancouver International Film Festival,6
FEST - New Directors / New Films,Sarajevo Film Festival,6
Dokufest International Documentary and Short Film Festival,Vienna Shorts,6
Hong Kong International Film Festival,Festival du Nouveau Cinéma,6
Athens International Film and Video Festival,IndieLisboa International Independent Film Festival,6
Calgary International Film Festival,Annecy International Animation Festival,6
Hong Kong International Film Festival,Guanajuato International Film Festival,6
Internationale Kurzfilmtage Winterthur,Toronto International Film Festival,6
Hong Kong International Film Festival,Milwaukee International Film Festival,6
AFI Fest,Hong Kong International Film Festival,6
Toronto International Film Festival,Vancouver International Film Festival,6
Seattle International Film Festival,BFI London Film Festival,6
Hong Kong International Film Festival,Curtas Vila do Conde International Film Festival,6
Guadalajara International Film Festival,Melbourne International Film Festival,6
New York Film Festival,International Film Festival Rotterdam,6
Palm Springs International ShortFest,Côté Court,6
FEST - New Directors / New Films,Curtas Vila do Conde International Film Festival,6
Encounters Short Film and Animation Festival,Nordisk Panorama,6
IndieLisboa International Independent Film Festival,Viennale,6
Clermont-Ferrand International Short Film Festival,Kurzfilm Festival Hamburg,6
Tallinn Black Nights Film Festival,Stockholm International Film Festival,6
Helsinki International Film Festival - Love & Anarchy,Vilnius International Film Festival (Kino Pavasaris),6
Ottawa International Animation Festival,IndieLisboa International Independent Film Festival,6
Solothurn Film Festival,Internationale Kurzfilmtage Winterthur,6
Dokufest International Documentary and Short Film Festival,Viennale,6
